(NADA).ET	(NNMT).ET	(NAMPT).ET	(NAMPT).Km	(NNMT).Km	Values[cell division rate]	[NAD]	(SIRT).Flux	(NAM import).v	[NAM]	[NMN]	(SIRT).ET	(NAD-consumption without Nam inhibition).ET	Values[scaling].InitialValue
10	0	0	5e-06	0.4	1.72855e-05	0.2545074	0.003043519	1.04713e-05	0.0466194	0.265792	10	10	0.001
10	0	0	5e-06	0.4	1.81067e-05	0.24229989999999998	0.003077883	1.04713e-05	0.0447572	0.253617	10	10	0.001
10	0	0	5e-06	0.4	1.89669e-05	0.23068439999999998	0.003109746	1.04713e-05	0.0429997	0.241984	10	10	0.001
10	0	0	5e-06	0.4	1.98681e-05	0.2196318	0.0031391500000000003	1.04713e-05	0.0413388	0.230871	10	10	0.001
10	0	0	5e-06	0.4	2.0812e-05	0.2091142	0.003166121	1.04713e-05	0.0397671	0.220255	10	10	0.001
10	0	0	5e-06	0.4	2.18007e-05	0.1991057	0.003190699	1.04713e-05	0.0382777	0.210116	10	10	0.001
10	0	0	5e-06	0.4	2.28365e-05	0.1895817	0.003212899	1.04713e-05	0.0368646	0.200432	10	10	0.001
10	0	0	5e-06	0.4	2.39214e-05	0.1805178	0.003232778	1.04713e-05	0.0355221	0.191185	10	10	0.001
10	0	0	5e-06	0.4	2.50579e-05	0.1718895	0.003250349	1.04713e-05	0.0342451	0.182354	10	10	0.001
10	0	0	5e-06	0.4	2.62484e-05	0.1636769	0.0032656430000000004	1.04713e-05	0.0330286	0.173923	10	10	0.001
10	0	0	5e-06	0.4	2.74955e-05	0.1558582	0.003278708	1.04713e-05	0.0318684	0.165874	10	10	0.001
10	0	0	5e-06	0.4	2.88017e-05	0.14841379999999998	0.003289563	1.04713e-05	0.0307605	0.15819	10	10	0.001
10	0	0	5e-06	0.4	3.01701e-05	0.14132450000000002	0.00329823	1.04713e-05	0.0297011	0.150855	10	10	0.001
10	0	0	5e-06	0.4	3.16035e-05	0.1345721	0.003304732	1.04713e-05	0.0286869	0.143855	10	10	0.001
10	0	0	5e-06	0.4	3.31049e-05	0.12813999999999998	0.003309098	1.04713e-05	0.0277147	0.137173	10	10	0.001
10	0	0	5e-06	0.4	3.46777e-05	0.12201260000000001	0.0033113459999999997	1.04713e-05	0.0267816	0.130797	10	10	0.001
10	0	0	5e-06	0.4	3.63252e-05	0.11617449999999999	0.003311489	1.04713e-05	0.0258851	0.124713	10	10	0.001
10	0	0	5e-06	0.4	3.8051e-05	0.1106118	0.0033095399999999997	1.04713e-05	0.0250226	0.118909	10	10	0.001
10	0	0	5e-06	0.4	3.98588e-05	0.1053095	0.00330552	1.04713e-05	0.024192	0.113371	10	10	0.001
10	0	0	5e-06	0.4	4.17525e-05	0.10025680000000001	0.003299428	1.04713e-05	0.0233911	0.108087	10	10	0.001
10	0	0	5e-06	0.4	4.37361e-05	0.0954412	0.003291281	1.04713e-05	0.0226182	0.103048	10	10	0.001
